1001,208.24832622223232,-291.5696295803981
1002,248.36498177199346,-304.93092207632304
1004,242.9688281421978,-311.0846318959035
1005,208.2205947107505,-308.9883861190127
1006,264.2941193388072,-332.51309471922644
1007,243.3754853813697,-305.2574784089308
1008,242.58361942464953,-312.97196695203706
1009,268.1058386012453,-327.17161624781505
1010,278.97472727519994,-313.3450839039013
1011,265.22331318038573,-281.11421861325016
1012,254.8553577150415,-304.73822453862334
1013,254.29759228446812,-316.93564270251153
1014,265.66226883092395,-271.5302937638899
1015,268.2497914571487,-334.57470299637316
1016,209.93585162606428,-255.82395554223376
1017,254.1807634760188,-312.664865258689
1019,262.2450782035997,-321.59189975013584
1021,201.81798821039638,-309.52644288431947
1022,270.42261470770256,-318.21789706396686
1023,203.7574392564064,-266.174395452518
1024,225.8767498629936,-275.01687090000604
1025,209.07184766509525,-273.29461916693674
1026,207.88435746629887,-274.17807193622554
1027,224.58462547220847,-326.00354164456854
1028,207.4462187127081,-296.1157229082594
1029,232.89725660445424,-261.1104657816468
1030,196.3322151833783,-308.8527096631229
1031,262.1486810327385,-277.71683939004225
1032,226.6405062633561,-322.1434729485428
1033,277.96739968152764,-290.8098056413308
1034,270.9793127212855,-331.01864272504486
1035,273.4215588875369,-275.7150299230618
1036,267.8629722511058,-317.6047806011513
1037,253.72976350305382,-324.60622217781
1038,234.9835781589311,-270.9753446999462
1039,275.2081347054993,-319.87033860292007
1040,216.2448225572973,-266.9000095418245
1041,244.3892576266193,-312.5027926719282
1042,202.20569886459887,-285.3613955247933
1043,216.75101502185547,-325.84726581451855
1044,275.5331335914555,-295.06073360727356
1045,219.12174316589184,-313.0413008669717
1046,209.66320874155628,-284.2562136576995
1047,236.1346180122546,-323.7826843088204
1049,219.23909152015835,-325.46428461653835
1050,212.37254754360043,-265.7638266902836
1051,250.7730537136913,-283.98240818974466
1052,214.6799743808891,-305.40245305821765
1053,231.55593849450653,-284.07848324670175
1054,228.97447090919874,-319.224474675918
1056,250.5823469666373,-302.1351297118682
1057,205.67080975525653,-263.29228645238373
1058,266.5302197280708,-343.5450475861989
1059,272.000660211135,-309.9094954587417
1060,262.02146297410445,-297.94464557013197
1061,271.7866634511218,-335.08371458695177
1062,224.3001346003788,-321.8065788859576
1063,256.89807341782654,-285.85875279120074
1064,253.03354293125355,-329.65030500121696
1065,224.25031056831497,-283.9306181411874
1066,260.39233175592216,-322.0393020934584
1067,253.2080105584038,-291.95926154980435
1068,250.91528429411468,-296.31253781187814
